Datetime (UTC),Country,Zone name,Zone id,Carbon intensity gCO₂eq/kWh (direct),Carbon intensity gCO₂eq/kWh (Life cycle),Carbon-free energy percentage (CFE%),Renewable energy percentage (RE%),Data source,Data estimated,Data estimation method
2022-01-02 11:00:00,India,Southern India,IN-SO,391.99,440.07,47.89,40.81,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-02 12:00:00,India,Southern India,IN-SO,445.92,493.64,40.72,31.63,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-02 13:00:00,India,Southern India,IN-SO,505.5,553.84,32.8,22.75,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-02 14:00:00,India,Southern India,IN-SO,508.47,556.94,32.41,22.46,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-02 15:00:00,India,Southern India,IN-SO,512.34,560.99,31.89,21.97,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-02 16:00:00,India,Southern India,IN-SO,516.46,565.37,31.34,21.54,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-02 17:00:00,India,Southern India,IN-SO,512.27,560.88,31.9,21.98,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-02 18:00:00,India,Southern India,IN-SO,501.78,549.66,33.35,23.81,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-02 19:00:00,India,Southern India,IN-SO,499.4,547.13,33.66,23.91,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-02 20:00:00,India,Southern India,IN-SO,496.55,544.08,34.04,24.03,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-02 21:00:00,India,Southern India,IN-SO,494.26,541.62,34.35,24.21,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-02 22:00:00,India,Southern India,IN-SO,493.93,541.26,34.39,24.31,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-02 23:00:00,India,Southern India,IN-SO,497.9,545.52,33.86,24.08,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-03 00:00:00,India,Southern India,IN-SO,505.74,553.93,32.82,23.57,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-03 01:00:00,India,Southern India,IN-SO,515.95,564.89,31.47,22.87,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-03 02:00:00,India,Southern India,IN-SO,440.2,488.77,41.53,34.44,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-03 03:00:00,India,Southern India,IN-SO,410.21,458.85,45.51,39.38,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-03 04:00:00,India,Southern India,IN-SO,403.96,452.7,46.34,40.56,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-03 05:00:00,India,Southern India,IN-SO,404.09,453.01,46.32,40.72,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-03 06:00:00,India,Southern India,IN-SO,412.67,461.99,45.17,39.69,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-03 07:00:00,India,Southern India,IN-SO,410.47,459.82,45.47,39.89,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-03 08:00:00,India,Southern India,IN-SO,404.72,453.93,46.23,40.44,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-03 09:00:00,India,Southern India,IN-SO,399.21,448.24,46.97,40.98,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-03 10:00:00,India,Southern India,IN-SO,400.7,449.64,46.77,40.55,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-03 11:00:00,India,Southern India,IN-SO,407.39,456.1,45.89,39.16,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-03 12:00:00,India,Southern India,IN-SO,461.25,509.84,38.73,30.19,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-03 13:00:00,India,Southern India,IN-SO,522.2,571.54,30.63,21.36,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-03 14:00:00,India,Southern India,IN-SO,521.89,571.2,30.67,21.37,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-03 15:00:00,India,Southern India,IN-SO,521.52,570.78,30.72,21.32,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-03 16:00:00,India,Southern India,IN-SO,524.74,574.21,30.29,20.99,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-03 17:00:00,India,Southern India,IN-SO,522.33,571.63,30.61,21.17,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-03 18:00:00,India,Southern India,IN-SO,522.9,572.24,30.57,20.8,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-03 19:00:00,India,Southern India,IN-SO,520.81,570.0,30.85,20.88,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-03 20:00:00,India,Southern India,IN-SO,517.35,566.29,31.3,21.1,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-03 21:00:00,India,Southern India,IN-SO,514.79,563.55,31.64,21.32,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-03 22:00:00,India,Southern India,IN-SO,513.91,562.6,31.76,21.5,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-03 23:00:00,India,Southern India,IN-SO,514.94,563.71,31.62,21.71,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-04 00:00:00,India,Southern India,IN-SO,521.81,571.05,30.71,21.4,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-04 01:00:00,India,Southern India,IN-SO,529.91,579.75,29.64,20.98,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-04 02:00:00,India,Southern India,IN-SO,451.89,501.17,40.0,32.89,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-04 03:00:00,India,Southern India,IN-SO,418.64,467.84,44.41,38.25,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-04 04:00:00,India,Southern India,IN-SO,415.75,465.17,44.79,39.03,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-04 05:00:00,India,Southern India,IN-SO,412.38,461.81,45.24,39.62,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-04 06:00:00,India,Southern India,IN-SO,424.62,474.6,43.61,38.16,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-04 07:00:00,India,Southern India,IN-SO,424.37,474.47,43.64,38.11,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-04 08:00:00,India,Southern India,IN-SO,417.76,467.73,44.52,38.75,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-04 09:00:00,India,Southern India,IN-SO,415.41,465.34,44.84,38.89,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-04 10:00:00,India,Southern India,IN-SO,412.06,461.81,45.28,39.01,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-04 11:00:00,India,Southern India,IN-SO,418.52,468.04,44.43,37.63,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-04 12:00:00,India,Southern India,IN-SO,474.96,524.62,36.93,28.3,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-04 13:00:00,India,Southern India,IN-SO,538.31,588.78,28.52,18.97,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-04 14:00:00,India,Southern India,IN-SO,539.6,590.15,28.35,18.78,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-04 15:00:00,India,Southern India,IN-SO,540.24,590.81,28.26,18.61,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-04 16:00:00,India,Southern India,IN-SO,544.21,595.03,27.74,18.17,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-04 17:00:00,India,Southern India,IN-SO,542.27,592.98,27.99,18.21,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-04 18:00:00,India,Southern India,IN-SO,535.65,586.18,28.88,19.06,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-04 19:00:00,India,Southern India,IN-SO,535.2,585.71,28.94,18.93,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-04 20:00:00,India,Southern India,IN-SO,532.27,582.57,29.33,19.07,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-04 21:00:00,India,Southern India,IN-SO,529.89,580.01,29.64,19.27,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-04 22:00:00,India,Southern India,IN-SO,529.13,579.2,29.74,19.44,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-04 23:00:00,India,Southern India,IN-SO,531.32,581.54,29.45,19.46,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-05 00:00:00,India,Southern India,IN-SO,535.61,586.14,28.88,19.47,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-05 01:00:00,India,Southern India,IN-SO,541.58,592.55,28.09,19.38,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-05 02:00:00,India,Southern India,IN-SO,459.59,509.74,38.98,31.83,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-05 03:00:00,India,Southern India,IN-SO,423.68,473.63,43.74,37.55,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-05 04:00:00,India,Southern India,IN-SO,418.31,468.37,44.46,38.63,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-05 05:00:00,India,Southern India,IN-SO,419.04,469.33,44.36,38.7,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-05 06:00:00,India,Southern India,IN-SO,425.09,475.67,43.55,38.0,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-05 07:00:00,India,Southern India,IN-SO,421.0,471.52,44.1,38.43,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-05 08:00:00,India,Southern India,IN-SO,412.98,463.27,45.16,39.27,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-05 09:00:00,India,Southern India,IN-SO,411.64,461.83,45.34,39.33,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-05 10:00:00,India,Southern India,IN-SO,413.39,463.49,45.11,38.89,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-05 11:00:00,India,Southern India,IN-SO,420.18,470.04,44.21,37.51,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-05 12:00:00,India,Southern India,IN-SO,473.81,523.7,37.09,28.64,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-05 13:00:00,India,Southern India,IN-SO,536.16,586.73,28.81,19.48,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-05 14:00:00,India,Southern India,IN-SO,534.44,584.88,29.04,19.68,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-05 15:00:00,India,Southern India,IN-SO,532.19,582.47,29.34,19.86,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-05 16:00:00,India,Southern India,IN-SO,533.0,583.33,29.23,19.83,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-05 17:00:00,India,Southern India,IN-SO,529.34,579.41,29.72,20.2,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-05 18:00:00,India,Southern India,IN-SO,531.15,581.42,29.46,21.11,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-05 19:00:00,India,Southern India,IN-SO,530.2,580.4,29.59,21.1,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-05 20:00:00,India,Southern India,IN-SO,527.65,577.67,29.93,21.22,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-05 21:00:00,India,Southern India,IN-SO,524.54,574.33,30.34,21.54,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-05 22:00:00,India,Southern India,IN-SO,523.15,572.84,30.53,21.79,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-05 23:00:00,India,Southern India,IN-SO,526.57,576.5,30.07,21.58,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-06 00:00:00,India,Southern India,IN-SO,530.83,581.08,29.51,21.51,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-06 01:00:00,India,Southern India,IN-SO,537.77,588.5,28.58,21.21,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-06 02:00:00,India,Southern India,IN-SO,457.59,507.62,39.23,33.2,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-06 03:00:00,India,Southern India,IN-SO,423.02,472.91,43.82,38.62,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-06 04:00:00,India,Southern India,IN-SO,416.99,466.98,44.62,39.73,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-06 05:00:00,India,Southern India,IN-SO,416.04,466.15,44.75,40.0,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-06 06:00:00,India,Southern India,IN-SO,410.79,460.81,45.45,40.66,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-06 07:00:00,India,Southern India,IN-SO,406.88,456.82,45.97,41.1,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-06 08:00:00,India,Southern India,IN-SO,402.73,452.55,46.52,41.51,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-06 09:00:00,India,Southern India,IN-SO,404.85,454.69,46.24,41.17,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-06 10:00:00,India,Southern India,IN-SO,407.27,457.06,45.91,40.67,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-06 11:00:00,India,Southern India,IN-SO,414.32,463.92,44.98,39.32,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-06 12:00:00,India,Southern India,IN-SO,466.43,516.0,38.06,30.93,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-06 13:00:00,India,Southern India,IN-SO,531.29,581.57,29.44,21.52,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-06 14:00:00,India,Southern India,IN-SO,530.43,580.65,29.56,21.6,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-06 15:00:00,India,Southern India,IN-SO,529.07,579.19,29.74,21.67,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-06 16:00:00,India,Southern India,IN-SO,529.65,579.81,29.66,21.64,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-06 17:00:00,India,Southern India,IN-SO,527.64,577.66,29.93,21.8,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-06 18:00:00,India,Southern India,IN-SO,539.31,589.75,28.4,21.6,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-06 19:00:00,India,Southern India,IN-SO,539.2,589.64,28.41,21.49,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-06 20:00:00,India,Southern India,IN-SO,537.49,587.8,28.64,21.54,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-06 21:00:00,India,Southern India,IN-SO,535.72,585.91,28.88,21.68,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-06 22:00:00,India,Southern India,IN-SO,535.84,586.03,28.86,21.7,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-06 23:00:00,India,Southern India,IN-SO,541.61,592.22,28.09,21.11,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-07 00:00:00,India,Southern India,IN-SO,547.44,598.48,27.32,20.71,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-07 01:00:00,India,Southern India,IN-SO,556.78,608.42,26.08,20.02,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-07 02:00:00,India,Southern India,IN-SO,473.2,523.99,37.18,32.2,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-07 03:00:00,India,Southern India,IN-SO,434.66,485.17,42.29,37.99,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-07 04:00:00,India,Southern India,IN-SO,428.65,479.24,43.09,39.04,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-07 05:00:00,India,Southern India,IN-SO,426.44,477.11,43.38,39.45,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-07 06:00:00,India,Southern India,IN-SO,420.88,471.47,44.12,40.15,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-07 07:00:00,India,Southern India,IN-SO,418.23,468.82,44.47,40.44,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-07 08:00:00,India,Southern India,IN-SO,414.93,465.48,44.91,40.76,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-07 09:00:00,India,Southern India,IN-SO,417.71,468.34,44.54,40.33,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-07 10:00:00,India,Southern India,IN-SO,420.46,471.06,44.18,39.82,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-07 11:00:00,India,Southern India,IN-SO,428.71,479.21,43.08,38.38,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-07 12:00:00,India,Southern India,IN-SO,483.66,534.32,35.79,29.87,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-07 13:00:00,India,Southern India,IN-SO,552.55,603.96,26.64,20.04,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-07 14:00:00,India,Southern India,IN-SO,550.27,601.51,26.94,20.33,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-07 15:00:00,India,Southern India,IN-SO,548.22,599.31,27.22,20.52,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-07 16:00:00,India,Southern India,IN-SO,548.97,600.12,27.12,20.46,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-07 17:00:00,India,Southern India,IN-SO,547.09,598.11,27.37,20.62,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-07 18:00:00,India,Southern India,IN-SO,542.84,593.52,27.91,20.38,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-07 19:00:00,India,Southern India,IN-SO,542.45,593.11,27.96,20.3,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-07 20:00:00,India,Southern India,IN-SO,540.59,591.11,28.21,20.34,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-07 21:00:00,India,Southern India,IN-SO,539.17,589.59,28.4,20.43,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-07 22:00:00,India,Southern India,IN-SO,539.01,589.41,28.42,20.5,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-07 23:00:00,India,Southern India,IN-SO,540.99,591.54,28.16,20.47,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-08 00:00:00,India,Southern India,IN-SO,547.52,598.49,27.29,20.09,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-08 01:00:00,India,Southern India,IN-SO,558.99,610.65,25.77,19.24,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-08 02:00:00,India,Southern India,IN-SO,479.05,529.96,36.39,31.08,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-08 03:00:00,India,Southern India,IN-SO,443.7,494.43,41.08,36.51,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-08 04:00:00,India,Southern India,IN-SO,434.61,485.32,42.29,37.98,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-08 05:00:00,India,Southern India,IN-SO,431.5,482.27,42.7,38.5,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-08 06:00:00,India,Southern India,IN-SO,417.52,467.94,44.55,40.25,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-08 07:00:00,India,Southern India,IN-SO,413.05,463.39,45.15,40.78,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-08 08:00:00,India,Southern India,IN-SO,408.89,459.1,45.7,41.2,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-08 09:00:00,India,Southern India,IN-SO,410.83,461.05,45.44,40.89,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
