Datetime (UTC),Country,Zone name,Zone id,Carbon intensity gCO₂eq/kWh (direct),Carbon intensity gCO₂eq/kWh (Life cycle),Carbon-free energy percentage (CFE%),Renewable energy percentage (RE%),Data source,Data estimated,Data estimation method
2024-01-01 16:00:00,India,Southern India,IN-SO,526.29,574.47,30.36,19.59,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-01 17:00:00,India,Southern India,IN-SO,520.38,568.14,31.14,19.83,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-01 18:00:00,India,Southern India,IN-SO,542.35,591.54,28.24,18.38,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-01 19:00:00,India,Southern India,IN-SO,541.32,590.42,28.38,18.38,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-01 20:00:00,India,Southern India,IN-SO,538.16,587.05,28.8,18.58,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-01 21:00:00,India,Southern India,IN-SO,540.04,589.06,28.55,18.4,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-01 22:00:00,India,Southern India,IN-SO,543.99,593.25,28.02,18.19,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-01 23:00:00,India,Southern India,IN-SO,550.11,599.78,27.21,17.84,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-02 00:00:00,India,Southern India,IN-SO,560.67,611.06,25.81,17.33,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-02 01:00:00,India,Southern India,IN-SO,572.66,623.88,24.22,16.63,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-02 02:00:00,India,Southern India,IN-SO,502.6,553.32,33.49,27.26,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-02 03:00:00,India,Southern India,IN-SO,490.79,542.14,35.06,30.05,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-02 04:00:00,India,Southern India,IN-SO,475.7,526.75,37.06,32.12,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-02 05:00:00,India,Southern India,IN-SO,482.83,534.27,36.11,31.52,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-02 06:00:00,India,Southern India,IN-SO,450.14,500.34,40.44,35.26,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-02 07:00:00,India,Southern India,IN-SO,439.13,488.95,41.9,36.53,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-02 08:00:00,India,Southern India,IN-SO,432.74,482.3,42.75,37.2,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-02 09:00:00,India,Southern India,IN-SO,428.74,478.07,43.28,37.53,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-02 10:00:00,India,Southern India,IN-SO,426.65,475.7,43.55,37.53,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-02 11:00:00,India,Southern India,IN-SO,433.08,481.87,42.7,36.2,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-02 12:00:00,India,Southern India,IN-SO,490.65,539.41,35.09,27.06,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-02 13:00:00,India,Southern India,IN-SO,541.74,590.9,28.33,19.42,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-02 14:00:00,India,Southern India,IN-SO,535.82,584.56,29.11,19.79,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-02 15:00:00,India,Southern India,IN-SO,522.71,570.54,30.84,20.68,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-02 16:00:00,India,Southern India,IN-SO,519.01,566.58,31.33,20.83,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-02 17:00:00,India,Southern India,IN-SO,511.76,558.83,32.29,21.22,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-02 18:00:00,India,Southern India,IN-SO,558.09,608.04,26.19,17.38,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-02 19:00:00,India,Southern India,IN-SO,559.59,609.61,25.99,17.18,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-02 20:00:00,India,Southern India,IN-SO,557.88,607.78,26.21,17.27,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-02 21:00:00,India,Southern India,IN-SO,557.87,607.76,26.21,17.26,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-02 22:00:00,India,Southern India,IN-SO,558.92,608.87,26.07,17.27,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-02 23:00:00,India,Southern India,IN-SO,564.0,614.3,25.4,17.01,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-03 00:00:00,India,Southern India,IN-SO,570.9,621.68,24.49,16.71,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-03 01:00:00,India,Southern India,IN-SO,579.85,631.25,23.3,16.15,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-03 02:00:00,India,Southern India,IN-SO,520.26,571.51,31.19,25.46,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-03 03:00:00,India,Southern India,IN-SO,494.68,545.96,34.57,29.61,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-03 04:00:00,India,Southern India,IN-SO,494.22,545.78,34.63,30.06,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-03 05:00:00,India,Southern India,IN-SO,487.17,538.56,35.57,31.0,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-03 06:00:00,India,Southern India,IN-SO,462.89,513.39,38.78,33.83,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-03 07:00:00,India,Southern India,IN-SO,450.58,500.66,40.41,35.24,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-03 08:00:00,India,Southern India,IN-SO,435.31,484.8,42.43,36.88,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-03 09:00:00,India,Southern India,IN-SO,435.07,484.5,42.46,36.79,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-03 10:00:00,India,Southern India,IN-SO,432.29,481.44,42.83,36.85,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-03 11:00:00,India,Southern India,IN-SO,443.82,492.95,41.31,34.97,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-03 12:00:00,India,Southern India,IN-SO,506.88,556.41,32.97,25.45,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-03 13:00:00,India,Southern India,IN-SO,555.57,605.38,26.53,17.99,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-03 14:00:00,India,Southern India,IN-SO,551.34,600.86,27.09,18.17,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-03 15:00:00,India,Southern India,IN-SO,538.7,587.36,28.76,18.93,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-03 16:00:00,India,Southern India,IN-SO,537.39,585.95,28.93,18.86,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-03 17:00:00,India,Southern India,IN-SO,530.0,578.06,29.91,19.19,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-03 18:00:00,India,Southern India,IN-SO,561.57,611.83,25.73,16.92,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-03 19:00:00,India,Southern India,IN-SO,562.08,612.36,25.66,16.77,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-03 20:00:00,India,Southern India,IN-SO,558.33,608.35,26.16,16.95,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-03 21:00:00,India,Southern India,IN-SO,557.32,607.29,26.3,16.96,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-03 22:00:00,India,Southern India,IN-SO,560.19,610.34,25.91,16.86,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-03 23:00:00,India,Southern India,IN-SO,567.46,618.08,24.95,16.45,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-04 00:00:00,India,Southern India,IN-SO,575.26,626.42,23.92,16.08,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-04 01:00:00,India,Southern India,IN-SO,583.23,634.93,22.86,15.69,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-04 02:00:00,India,Southern India,IN-SO,521.76,573.19,30.99,25.26,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-04 03:00:00,India,Southern India,IN-SO,496.41,547.85,34.35,29.42,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-04 04:00:00,India,Southern India,IN-SO,495.49,547.14,34.47,29.94,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-04 05:00:00,India,Southern India,IN-SO,485.83,537.18,35.75,31.19,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-04 06:00:00,India,Southern India,IN-SO,462.64,513.14,38.82,33.89,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-04 07:00:00,India,Southern India,IN-SO,448.61,498.58,40.67,35.5,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-04 08:00:00,India,Southern India,IN-SO,440.01,489.61,41.81,36.44,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-04 09:00:00,India,Southern India,IN-SO,435.84,485.18,42.36,36.82,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-04 10:00:00,India,Southern India,IN-SO,434.9,484.01,42.49,36.71,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-04 11:00:00,India,Southern India,IN-SO,438.67,487.42,41.99,35.72,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-04 12:00:00,India,Southern India,IN-SO,494.35,543.17,34.63,27.06,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-04 13:00:00,India,Southern India,IN-SO,546.33,595.55,27.75,19.36,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-04 14:00:00,India,Southern India,IN-SO,539.92,588.69,28.6,19.8,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-04 15:00:00,India,Southern India,IN-SO,528.46,576.45,30.11,20.62,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-04 16:00:00,India,Southern India,IN-SO,520.72,568.17,31.14,21.03,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-04 17:00:00,India,Southern India,IN-SO,512.1,558.96,32.28,21.47,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-04 18:00:00,India,Southern India,IN-SO,539.76,588.49,28.61,18.91,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-04 19:00:00,India,Southern India,IN-SO,543.06,591.99,28.17,18.51,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-04 20:00:00,India,Southern India,IN-SO,541.74,590.58,28.34,18.48,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-04 21:00:00,India,Southern India,IN-SO,542.98,591.91,28.18,18.28,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-04 22:00:00,India,Southern India,IN-SO,545.96,595.08,27.78,18.06,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-04 23:00:00,India,Southern India,IN-SO,554.96,604.69,26.59,17.42,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-05 00:00:00,India,Southern India,IN-SO,567.04,617.6,24.99,16.6,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-05 01:00:00,India,Southern India,IN-SO,577.22,628.48,23.64,15.94,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-05 02:00:00,India,Southern India,IN-SO,511.29,562.27,32.36,26.15,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-05 03:00:00,India,Southern India,IN-SO,484.39,535.44,35.92,30.59,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-05 04:00:00,India,Southern India,IN-SO,484.64,536.0,35.89,30.98,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-05 05:00:00,India,Southern India,IN-SO,477.01,528.2,36.9,32.0,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-05 06:00:00,India,Southern India,IN-SO,451.5,501.74,40.28,34.98,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-05 07:00:00,India,Southern India,IN-SO,441.08,490.96,41.66,36.2,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-05 08:00:00,India,Southern India,IN-SO,433.5,483.06,42.67,37.0,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-05 09:00:00,India,Southern India,IN-SO,429.7,479.03,43.17,37.32,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-05 10:00:00,India,Southern India,IN-SO,435.42,484.79,42.41,36.47,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-05 11:00:00,India,Southern India,IN-SO,443.82,493.03,41.3,34.96,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-05 12:00:00,India,Southern India,IN-SO,522.17,572.68,30.94,24.16,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-05 13:00:00,India,Southern India,IN-SO,575.53,626.76,23.88,16.62,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-05 14:00:00,India,Southern India,IN-SO,576.19,627.46,23.79,16.59,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-05 15:00:00,India,Southern India,IN-SO,574.65,625.81,24.0,16.72,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-05 16:00:00,India,Southern India,IN-SO,565.39,615.92,25.22,17.34,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-05 17:00:00,India,Southern India,IN-SO,551.57,601.14,27.05,18.29,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-05 18:00:00,India,Southern India,IN-SO,564.37,614.91,25.34,16.94,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-05 19:00:00,India,Southern India,IN-SO,554.18,604.0,26.68,17.61,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-05 20:00:00,India,Southern India,IN-SO,542.3,591.28,28.25,18.4,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-05 21:00:00,India,Southern India,IN-SO,542.77,591.78,28.19,18.32,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-05 22:00:00,India,Southern India,IN-SO,546.2,595.44,27.74,18.11,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-05 23:00:00,India,Southern India,IN-SO,553.07,602.77,26.83,17.65,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-06 00:00:00,India,Southern India,IN-SO,568.48,619.23,24.78,16.52,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-06 01:00:00,India,Southern India,IN-SO,577.12,628.45,23.64,15.97,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-06 02:00:00,India,Southern India,IN-SO,514.03,565.18,31.99,25.86,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-06 03:00:00,India,Southern India,IN-SO,490.56,541.91,35.09,29.89,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-06 04:00:00,India,Southern India,IN-SO,490.45,542.08,35.11,30.31,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-06 05:00:00,India,Southern India,IN-SO,479.69,531.01,36.53,31.68,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-06 06:00:00,India,Southern India,IN-SO,451.41,501.71,40.28,34.96,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-06 07:00:00,India,Southern India,IN-SO,433.87,483.53,42.6,36.98,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-06 08:00:00,India,Southern India,IN-SO,426.9,476.28,43.52,37.71,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-06 09:00:00,India,Southern India,IN-SO,421.34,470.43,44.26,38.22,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-06 10:00:00,India,Southern India,IN-SO,422.8,471.74,44.07,37.83,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-06 11:00:00,India,Southern India,IN-SO,445.58,494.94,41.05,34.76,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-06 12:00:00,India,Southern India,IN-SO,508.75,558.68,32.7,25.49,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-06 13:00:00,India,Southern India,IN-SO,557.68,607.77,26.22,17.93,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-06 14:00:00,India,Southern India,IN-SO,549.27,598.77,27.34,18.54,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-06 15:00:00,India,Southern India,IN-SO,536.51,585.13,29.02,19.48,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-06 16:00:00,India,Southern India,IN-SO,527.29,575.27,30.24,20.12,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-06 17:00:00,India,Southern India,IN-SO,510.52,557.34,32.46,21.31,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-06 18:00:00,India,Southern India,IN-SO,545.46,594.84,27.8,18.23,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-06 19:00:00,India,Southern India,IN-SO,542.53,591.7,28.19,18.39,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-06 20:00:00,India,Southern India,IN-SO,538.23,587.11,28.76,18.66,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-06 21:00:00,India,Southern India,IN-SO,538.75,587.66,28.69,18.56,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-06 22:00:00,India,Southern India,IN-SO,544.59,593.88,27.92,18.14,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-06 23:00:00,India,Southern India,IN-SO,551.19,600.91,27.05,17.64,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-07 00:00:00,India,Southern India,IN-SO,560.93,611.31,25.76,16.92,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-07 01:00:00,India,Southern India,IN-SO,573.43,624.64,24.11,16.05,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-07 02:00:00,India,Southern India,IN-SO,509.95,561.08,32.51,26.16,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-07 03:00:00,India,Southern India,IN-SO,484.35,535.64,35.9,30.49,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-07 04:00:00,India,Southern India,IN-SO,485.3,536.93,35.77,30.82,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-07 05:00:00,India,Southern India,IN-SO,474.73,526.06,37.17,32.19,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-07 06:00:00,India,Southern India,IN-SO,452.81,503.28,40.07,34.81,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-07 07:00:00,India,Southern India,IN-SO,435.17,484.97,42.4,36.85,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-07 08:00:00,India,Southern India,IN-SO,424.03,473.35,43.88,38.07,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-07 09:00:00,India,Southern India,IN-SO,415.19,464.05,45.04,38.97,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-07 10:00:00,India,Southern India,IN-SO,412.51,461.06,45.4,39.04,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-07 11:00:00,India,Southern India,IN-SO,416.65,464.83,44.85,37.97,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-07 12:00:00,India,Southern India,IN-SO,477.86,526.31,36.75,28.63,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-07 13:00:00,India,Southern India,IN-SO,532.36,580.82,29.54,20.01,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-07 14:00:00,India,Southern India,IN-SO,524.56,572.47,30.57,20.6,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-07 15:00:00,India,Southern India,IN-SO,515.52,562.81,31.77,21.27,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-07 16:00:00,India,Southern India,IN-SO,502.96,549.37,33.43,22.16,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-07 17:00:00,India,Southern India,IN-SO,501.17,547.45,33.67,22.19,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-07 18:00:00,India,Southern India,IN-SO,532.59,580.86,29.54,19.83,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-07 19:00:00,India,Southern India,IN-SO,533.05,581.35,29.48,19.77,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-07 20:00:00,India,Southern India,IN-SO,531.24,579.42,29.72,19.88,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-07 21:00:00,India,Southern India,IN-SO,528.9,576.91,30.03,20.03,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-07 22:00:00,India,Southern India,IN-SO,531.05,579.21,29.75,19.95,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-07 23:00:00,India,Southern India,IN-SO,540.69,589.5,28.47,19.26,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-08 00:00:00,India,Southern India,IN-SO,556.32,606.2,26.4,18.07,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-08 01:00:00,India,Southern India,IN-SO,568.94,619.68,24.73,17.17,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-08 02:00:00,India,Southern India,IN-SO,496.89,547.06,34.26,27.9,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-08 03:00:00,India,Southern India,IN-SO,483.86,534.79,35.98,30.86,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-08 04:00:00,India,Southern India,IN-SO,487.27,538.64,35.53,30.87,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-08 05:00:00,India,Southern India,IN-SO,477.47,528.56,36.83,32.13,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-08 06:00:00,India,Southern India,IN-SO,452.27,502.4,40.17,35.06,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-08 07:00:00,India,Southern India,IN-SO,438.39,488.01,42.0,36.65,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-08 08:00:00,India,Southern India,IN-SO,429.32,478.57,43.2,37.63,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2024-01-08 09:00:00,India,Southern India,IN-SO,427.82,476.93,43.4,37.69,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
