Datetime (UTC),Country,Zone name,Zone id,Carbon intensity gCO₂eq/kWh (direct),Carbon intensity gCO₂eq/kWh (Life cycle),Carbon-free energy percentage (CFE%),Renewable energy percentage (RE%),Data source,Data estimated,Data estimation method
2021-01-02 00:00:00,India,Southern India,IN-SO,473.95,520.97,36.75,28.94,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-02 01:00:00,India,Southern India,IN-SO,478.93,526.33,36.09,28.66,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-02 02:00:00,India,Southern India,IN-SO,402.4,449.71,46.3,40.44,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-02 03:00:00,India,Southern India,IN-SO,376.51,424.16,49.76,44.81,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-02 04:00:00,India,Southern India,IN-SO,379.68,427.83,49.34,44.82,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-02 05:00:00,India,Southern India,IN-SO,373.25,421.29,50.19,45.72,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-02 06:00:00,India,Southern India,IN-SO,372.75,420.83,50.26,45.85,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-02 07:00:00,India,Southern India,IN-SO,368.07,415.97,50.88,46.4,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-02 08:00:00,India,Southern India,IN-SO,361.47,409.07,51.76,47.14,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-02 09:00:00,India,Southern India,IN-SO,362.42,409.97,51.64,46.95,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-02 10:00:00,India,Southern India,IN-SO,364.0,411.4,51.43,46.58,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-02 11:00:00,India,Southern India,IN-SO,370.62,417.74,50.54,45.32,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-02 12:00:00,India,Southern India,IN-SO,421.51,468.27,43.75,37.05,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-02 13:00:00,India,Southern India,IN-SO,475.02,522.13,36.61,29.2,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-02 14:00:00,India,Southern India,IN-SO,473.45,520.44,36.82,29.36,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-02 15:00:00,India,Southern India,IN-SO,470.05,516.78,37.27,29.69,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-02 16:00:00,India,Southern India,IN-SO,471.14,517.95,37.13,29.54,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-02 17:00:00,India,Southern India,IN-SO,469.28,515.96,37.38,29.65,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-02 18:00:00,India,Southern India,IN-SO,454.67,500.15,39.22,28.9,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-02 19:00:00,India,Southern India,IN-SO,451.48,496.71,39.65,29.18,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-02 20:00:00,India,Southern India,IN-SO,446.19,491.03,40.36,29.62,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-02 21:00:00,India,Southern India,IN-SO,443.07,487.68,40.78,29.89,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-02 22:00:00,India,Southern India,IN-SO,443.19,487.8,40.76,29.95,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-02 23:00:00,India,Southern India,IN-SO,448.66,493.69,40.03,29.59,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-03 00:00:00,India,Southern India,IN-SO,460.9,506.84,38.39,28.57,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-03 01:00:00,India,Southern India,IN-SO,467.74,514.19,37.48,28.13,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-03 02:00:00,India,Southern India,IN-SO,392.83,439.45,47.49,40.14,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-03 03:00:00,India,Southern India,IN-SO,367.77,414.89,50.84,44.64,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-03 04:00:00,India,Southern India,IN-SO,372.53,420.28,50.21,44.55,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-03 05:00:00,India,Southern India,IN-SO,366.22,413.89,51.05,45.44,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-03 06:00:00,India,Southern India,IN-SO,368.07,415.98,50.8,45.25,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-03 07:00:00,India,Southern India,IN-SO,363.22,410.96,51.45,45.8,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-03 08:00:00,India,Southern India,IN-SO,356.36,403.81,52.37,46.53,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-03 09:00:00,India,Southern India,IN-SO,357.51,404.93,52.21,46.29,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-03 10:00:00,India,Southern India,IN-SO,359.14,406.43,51.99,45.86,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-03 11:00:00,India,Southern India,IN-SO,365.66,412.66,51.12,44.5,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-03 12:00:00,India,Southern India,IN-SO,417.34,464.01,44.21,35.66,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-03 13:00:00,India,Southern India,IN-SO,475.81,522.87,36.4,26.83,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-03 14:00:00,India,Southern India,IN-SO,474.6,521.57,36.56,26.93,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-03 15:00:00,India,Southern India,IN-SO,471.43,518.17,36.98,27.17,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-03 16:00:00,India,Southern India,IN-SO,472.73,519.56,36.81,27.0,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-03 17:00:00,India,Southern India,IN-SO,470.87,517.57,37.06,27.06,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-03 18:00:00,India,Southern India,IN-SO,465.28,511.63,37.88,27.77,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-03 19:00:00,India,Southern India,IN-SO,461.85,507.95,38.34,28.09,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-03 20:00:00,India,Southern India,IN-SO,456.56,502.25,39.04,28.55,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-03 21:00:00,India,Southern India,IN-SO,453.16,498.6,39.5,28.87,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-03 22:00:00,India,Southern India,IN-SO,452.19,497.56,39.63,29.1,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-03 23:00:00,India,Southern India,IN-SO,456.07,501.73,39.11,28.95,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-04 00:00:00,India,Southern India,IN-SO,468.42,515.01,37.46,27.88,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-04 01:00:00,India,Southern India,IN-SO,474.02,521.03,36.71,27.6,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-04 02:00:00,India,Southern India,IN-SO,399.82,446.84,46.62,39.41,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-04 03:00:00,India,Southern India,IN-SO,372.73,420.1,50.24,44.13,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-04 04:00:00,India,Southern India,IN-SO,375.82,423.74,49.82,44.23,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-04 05:00:00,India,Southern India,IN-SO,370.91,418.79,50.48,44.95,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-04 06:00:00,India,Southern India,IN-SO,374.09,422.21,50.05,44.63,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-04 07:00:00,India,Southern India,IN-SO,367.89,415.79,50.88,45.35,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-04 08:00:00,India,Southern India,IN-SO,360.99,408.58,51.8,46.09,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-04 09:00:00,India,Southern India,IN-SO,361.9,409.45,51.68,45.88,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-04 10:00:00,India,Southern India,IN-SO,363.46,410.87,51.47,45.48,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-04 11:00:00,India,Southern India,IN-SO,369.84,416.97,50.62,44.16,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-04 12:00:00,India,Southern India,IN-SO,417.33,464.0,44.28,36.06,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-04 13:00:00,India,Southern India,IN-SO,474.27,521.29,36.68,27.51,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-04 14:00:00,India,Southern India,IN-SO,472.78,519.69,36.88,27.65,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-04 15:00:00,India,Southern India,IN-SO,469.43,516.09,37.33,27.93,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-04 16:00:00,India,Southern India,IN-SO,470.95,517.73,37.12,27.72,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-04 17:00:00,India,Southern India,IN-SO,469.51,516.18,37.31,27.73,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-04 18:00:00,India,Southern India,IN-SO,474.35,521.13,36.7,26.7,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-04 19:00:00,India,Southern India,IN-SO,471.17,517.71,37.12,26.98,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-04 20:00:00,India,Southern India,IN-SO,466.13,512.29,37.8,27.4,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-04 21:00:00,India,Southern India,IN-SO,463.0,508.93,38.22,27.69,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-04 22:00:00,India,Southern India,IN-SO,462.6,508.5,38.27,27.82,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-04 23:00:00,India,Southern India,IN-SO,467.01,513.23,37.68,27.6,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-05 00:00:00,India,Southern India,IN-SO,477.44,524.44,36.29,26.81,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-05 01:00:00,India,Southern India,IN-SO,483.27,530.7,35.51,26.5,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-05 02:00:00,India,Southern India,IN-SO,408.78,456.18,45.45,38.29,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-05 03:00:00,India,Southern India,IN-SO,381.01,428.72,49.16,43.09,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-05 04:00:00,India,Southern India,IN-SO,383.93,432.17,48.77,43.21,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-05 05:00:00,India,Southern India,IN-SO,378.89,427.09,49.44,43.95,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-05 06:00:00,India,Southern India,IN-SO,379.91,428.25,49.3,43.89,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-05 07:00:00,India,Southern India,IN-SO,375.01,423.17,49.96,44.46,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-05 08:00:00,India,Southern India,IN-SO,368.08,415.91,50.88,45.22,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-05 09:00:00,India,Southern India,IN-SO,368.77,416.53,50.79,45.05,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-05 10:00:00,India,Southern India,IN-SO,370.39,418.02,50.57,44.64,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-05 11:00:00,India,Southern India,IN-SO,376.76,424.14,49.72,43.33,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-05 12:00:00,India,Southern India,IN-SO,423.09,470.01,43.54,35.45,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-05 13:00:00,India,Southern India,IN-SO,482.1,529.45,35.67,26.62,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-05 14:00:00,India,Southern India,IN-SO,480.93,528.19,35.82,26.71,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-05 15:00:00,India,Southern India,IN-SO,477.9,524.93,36.23,26.95,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-05 16:00:00,India,Southern India,IN-SO,479.8,526.98,35.97,26.68,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-05 17:00:00,India,Southern India,IN-SO,478.74,525.83,36.12,26.63,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-05 18:00:00,India,Southern India,IN-SO,478.13,525.19,36.22,26.33,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-05 19:00:00,India,Southern India,IN-SO,474.73,521.53,36.67,26.65,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-05 20:00:00,India,Southern India,IN-SO,469.47,515.88,37.37,27.11,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-05 21:00:00,India,Southern India,IN-SO,466.09,512.25,37.83,27.44,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-05 22:00:00,India,Southern India,IN-SO,464.92,510.99,37.98,27.69,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-05 23:00:00,India,Southern India,IN-SO,468.55,514.89,37.5,27.57,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-06 00:00:00,India,Southern India,IN-SO,479.39,526.53,36.05,26.71,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-06 01:00:00,India,Southern India,IN-SO,485.33,532.92,35.26,26.37,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-06 02:00:00,India,Southern India,IN-SO,411.89,459.43,45.06,37.97,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-06 03:00:00,India,Southern India,IN-SO,383.95,431.8,48.78,42.78,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-06 04:00:00,India,Southern India,IN-SO,386.96,435.36,48.38,42.87,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-06 05:00:00,India,Southern India,IN-SO,382.13,430.49,49.03,43.58,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-06 06:00:00,India,Southern India,IN-SO,384.57,433.23,48.7,43.3,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-06 07:00:00,India,Southern India,IN-SO,380.36,428.9,49.26,43.78,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-06 08:00:00,India,Southern India,IN-SO,374.2,422.5,50.08,44.41,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-06 09:00:00,India,Southern India,IN-SO,375.63,423.93,49.89,44.14,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-06 10:00:00,India,Southern India,IN-SO,377.68,425.89,49.62,43.66,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-06 11:00:00,India,Southern India,IN-SO,384.73,432.76,48.68,42.26,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-06 12:00:00,India,Southern India,IN-SO,434.16,482.07,42.08,33.94,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-06 13:00:00,India,Southern India,IN-SO,497.96,546.5,33.57,24.41,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-06 14:00:00,India,Southern India,IN-SO,497.94,546.48,33.58,24.33,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-06 15:00:00,India,Southern India,IN-SO,496.26,544.68,33.8,24.36,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-06 16:00:00,India,Southern India,IN-SO,498.38,546.96,33.52,24.06,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-06 17:00:00,India,Southern India,IN-SO,497.85,546.39,33.59,23.93,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-06 18:00:00,India,Southern India,IN-SO,504.8,553.35,32.65,22.39,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-06 19:00:00,India,Southern India,IN-SO,502.82,551.22,32.91,22.49,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-06 20:00:00,India,Southern India,IN-SO,499.18,547.32,33.4,22.7,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-06 21:00:00,India,Southern India,IN-SO,497.3,545.3,33.65,22.8,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-06 22:00:00,India,Southern India,IN-SO,496.74,544.69,33.72,22.96,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-06 23:00:00,India,Southern India,IN-SO,500.46,548.69,33.23,22.83,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-07 00:00:00,India,Southern India,IN-SO,507.65,556.4,32.27,22.54,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-07 01:00:00,India,Southern India,IN-SO,512.67,561.79,31.6,22.34,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-07 02:00:00,India,Southern India,IN-SO,431.36,480.1,42.45,35.12,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-07 03:00:00,India,Southern India,IN-SO,399.53,448.41,46.69,40.51,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-07 04:00:00,India,Southern India,IN-SO,401.84,451.14,46.39,40.76,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-07 05:00:00,India,Southern India,IN-SO,396.44,445.64,47.11,41.57,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-07 06:00:00,India,Southern India,IN-SO,395.81,445.09,47.19,41.71,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-07 07:00:00,India,Southern India,IN-SO,390.42,439.48,47.91,42.35,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-07 08:00:00,India,Southern India,IN-SO,383.24,431.96,48.87,43.14,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-07 09:00:00,India,Southern India,IN-SO,383.75,432.38,48.8,43.0,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-07 10:00:00,India,Southern India,IN-SO,384.53,432.95,48.69,42.71,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-07 11:00:00,India,Southern India,IN-SO,390.09,438.17,47.95,41.54,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-07 12:00:00,India,Southern India,IN-SO,434.1,481.64,42.08,34.04,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-07 13:00:00,India,Southern India,IN-SO,498.13,546.18,33.54,24.48,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-07 14:00:00,India,Southern India,IN-SO,496.65,544.58,33.73,24.63,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-07 15:00:00,India,Southern India,IN-SO,493.29,540.98,34.18,24.91,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-07 16:00:00,India,Southern India,IN-SO,494.7,542.49,33.99,24.72,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-07 17:00:00,India,Southern India,IN-SO,493.11,540.79,34.21,24.75,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-07 18:00:00,India,Southern India,IN-SO,497.2,545.1,33.72,24.02,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-07 19:00:00,India,Southern India,IN-SO,494.63,542.35,34.06,24.22,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-07 20:00:00,India,Southern India,IN-SO,490.24,537.63,34.65,24.55,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-07 21:00:00,India,Southern India,IN-SO,487.76,534.97,34.98,24.74,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-07 22:00:00,India,Southern India,IN-SO,487.89,535.11,34.96,24.79,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-07 23:00:00,India,Southern India,IN-SO,492.74,540.32,34.31,24.48,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-08 00:00:00,India,Southern India,IN-SO,504.49,552.93,32.75,23.48,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-08 01:00:00,India,Southern India,IN-SO,510.65,559.53,31.93,23.13,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-08 02:00:00,India,Southern India,IN-SO,434.07,482.68,42.14,35.1,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-08 03:00:00,India,Southern India,IN-SO,404.17,453.0,46.12,40.18,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-08 04:00:00,India,Southern India,IN-SO,406.51,455.79,45.81,40.38,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-08 05:00:00,India,Southern India,IN-SO,400.09,449.25,46.67,41.3,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-08 06:00:00,India,Southern India,IN-SO,401.05,450.36,46.54,41.24,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-08 07:00:00,India,Southern India,IN-SO,395.17,444.25,47.32,41.94,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-08 08:00:00,India,Southern India,IN-SO,387.88,436.61,48.29,42.74,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2021-01-08 09:00:00,India,Southern India,IN-SO,388.42,437.06,48.22,42.6,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
